Game,Top_Clusters,Top_Topic_Labels
Palworld,"[114, 342, 349]","[""['enemy', 'every', 'drag', 'range', 'civ']"", ""['ballse', 'arthritis', 'intend', 'glaringly', 'dusker']"", ""['level', 'reasonable', 'agtp', 'activision', 'seiously']""]"
Pan'orama,[226],"[""['rt', 'disgusted', 'crash', 'french', 'overhate']""]"
Pandemic: The Board Game,[492],[]
Pantheon: Rise of the Fallen,[86],"[""['exile', 'button', 'warship', 'downright', 'bloated']""]"
Panzer Corps 2,[573],[]
Panzer War : Definitive Edition,[405],[]
Papa's Freezeria Deluxe,[554],[]
Paper Planet,[265],"[""['champion', 'lookssound', 'loot', 'heretic', 'shootkill']""]"
Paper Sorcerer,[594],[]
"Papers, Please","[17, 29, 185]","[""['sale', 'debatable', 'bff', 'almost', 'penny']"", ""['genre', 'would', 'pretardation', 'jump', 'funny']"", ""['hurt', 'glorious', 'ahhhhhhhhhh', 'supressor', 'unarguably']""]"
Paradise Killer,[339],"[""['specific', 'intrude', 'silently', 'lowquality', 'baba']""]"
Paradox: A Rusty Lake Film,[299],"[""['enemy', 'different', 'chest', 'orc', 'task']""]"
Paranoia: Happiness is Mandatory,[406],[]
Paranormal Activity: The Lost Soul,[206],"[""['car', 'strengthen', 'phonetablettactile', 'bearable', 'battleground']""]"
Parkasaurus,[260],"[""['substract', 'surprised', 'gardening', 'multiplayer', 'finishing']""]"
Parkitect,[404],[]
Parkour Simulator,[28],"[""['horror', 'mechanicstutorial', 'jangle', 'day', 'simply']""]"
Parliament - Parlement,[574],[]
Partisans 1941,"[31, 409]","[""['fire', 'robocop', 'teyon', 'antward', 'remaster']""]"
Party Hard,[362],"[""['character', 'allrounder', 'koala', 'myz', 'bug']""]"
Party Panic,[99],"[""['racism', 'remaked', 'ben', 'joyce', 'htf']""]"
Patch Quest,[562],[]
Path of Achra,[76],"[""['place', 'actually', 'hitter', 'try', 'special']""]"
Path of Exile,"[225, 0, 19]","[""['valve', 'eeeh', 'hacker', 'audiobook', 'outskille']"", ""['game', 'bullettime', 'alan', 'wake', 'maxs']"", ""['free', 'story', 'tropico', 'season', 'main']""]"
Path of Exile 2,"[67, 104, 141]","[""['angry', 'certify', 'napalm', 'cute', 'hood']"", ""['much', 'moment', 'find', 'bitesize', 'frustrating']"", ""['gay', 'fever', 'today', 'eat', 'tf']""]"
Pathfinder: Kingmaker — Enhanced Plus Edition,"[62, 98, 155]","[""['review', 'milk', 'give', 'overwhelmingly', 'free']"", ""['snake', 'practically', 'vitas', 'myst', 'soothe']"", ""['war', 'possibly', 'commit', 'dynamic', 'minority']""]"
Pathfinder: Wrath of the Righteous - Enhanced Edition,[467],[]
Pathologic Classic HD,"[257, 574]","[""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']""]"
Paths & Danger,[498],[]
Patron,[81],"[""['war', 'crunchyroll', 'treeman', 'chronoooooooo', 'oldtymey']""]"
Paunch,"[39, 63, 141]","[""['batman', 'bword', 'yeah', 'story', 'first']"", ""['meta', 'hike', 'digital', 'boil', 'poor']"", ""['gay', 'fever', 'today', 'eat', 'tf']""]"
Pavlov,"[115, 338, 445]","[""['peter', 'sorse', 'brutal', 'choir', 'rep']"", ""['investigation', 'slowpaced', 'organnic', 'guitar', 'cohesive']""]"
Pavlov's House,[291],"[""['character', 'artalthough', 'please', 'memoria', 'shardlight']""]"
Pawnbarian,[421],[]
Pax Dei,[93],"[""['comedy', 'heartbreaking', 'syfy', 'decentish', 'neighbor']""]"
Peaky Blinders: Mastermind,[569],[]
Peeping Dorm Manager,[501],[]
Peggle Deluxe,"[134, 155]","[""['dad', 'starve', 'prologue', 'vast', 'backtracking']"", ""['war', 'possibly', 'commit', 'dynamic', 'minority']""]"
Pentiment,"[169, 534]","[""['heat', 'hm', 'neverwinter', 'inexpensive', 'nfs']""]"
Penumbra Overture,"[257, 281]","[""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']"", ""['weapon', 'brainless', 'quicktoplay', 'uboot', 'darkgritty']""]"
Penumbra: Black Plague Gold Edition,"[93, 545, 628]","[""['comedy', 'heartbreaking', 'syfy', 'decentish', 'neighbor']""]"
Penumbra: Requiem,"[257, 543]","[""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']""]"
People Playground,"[125, 163, 235]","[""['dead', 'sneak', 'rise', 'franchise', 'zipline']"", ""['boring', 'super', 'might', 'plot', 'consume']"", ""['pw', 'flawed', 'worminfeste', 'corp', 'ahole']""]"
Per Aspera,[260],"[""['substract', 'surprised', 'gardening', 'multiplayer', 'finishing']""]"
Perdition,[238],"[""['account', 'antiisaacian', 'barely', 'piss', 'door']""]"
Perfect  Dice,[25],"[""['task', 'average', 'terrarium', 'boiiiiii', 'earrape']""]"
Perfect Vermin,"[30, 136, 257]","[""['great', 'series', 'realistic', 'city', 'apocalipse']"", ""['future', 'fav', 'aslo', 'silently', 'lobby']"", ""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']""]"
Perilous Warp,"[265, 393]","[""['champion', 'lookssound', 'loot', 'heretic', 'shootkill']""]"
Persona 4 Arena Ultimax,[562],[]
Persona 4 Golden,"[151, 261]","[""['life', 'curse', 'van', 'cover', 'salim']"", ""['scene', 'skidding', 'tiger', 'playerplayer', 'offset']""]"
Persona 5 Royal,[408],[]
Persona® 5 Strikers,[145],"[""['black', 'rip', 'throwback', 'playermodel', 'fck']""]"
Perspectives: Paradise,[575],[]
Phantasmagoria 2: A Puzzle of Flesh,[38],"[""['addicted', 'purely', 'btec', 'dry', 'snowrunner']""]"
Phantasy Star Online 2 New Genesis,"[90, 257]","[""['control', 'tutorialization', 'annoying', 'genericbore', 'aesthetic']"", ""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']""]"
Phantom Brigade,[516],[]
Phantom Doctrine,"[40, 438]","[""['good', 'bore', 'recc', 'super', 'possession']""]"
Phantom Fury,"[306, 622]","[""['team', 'predesignate', 'background', 'insane', 'healththen']""]"
Phasmophobia,"[316, 73, 99]","[""['boss', 'ie', 'nano', 'entirely', 'portal']"", ""['pokemon', 'ltda', 'masterpiece', 'hexcell', 'slavs']"", ""['racism', 'remaked', 'ben', 'joyce', 'htf']""]"
Phobies,[84],"[""['click', 'chinese', 'battle', 'terribly', 'info']""]"
Phoenix Point,"[121, 192, 284]","[""['attack', 'spacing', 'pyre', 'tremendous', 'fangz']"", ""['release', 'fushigi', 'cringey', 'rayman', 'borderland']"", ""['color', 'indeed', 'dumbed', 'cocnlusion', 'rebel']""]"
Phoning Home,[280],"[""['warlord', 'sneaking', 'noncringeworthy', 'rdperson', 'inspired']""]"
Picayune Dreams,[264],"[""['game', 'crap', 'mspaint', 'anno', 'jalopy']""]"
PickCrafter,[54],"[""['dark', 'teater', 'fav', 'spill', 'breast']""]"
Pickers,[592],[]
Picross Touch,[536],[]
Pikuniku,[83],"[""['name', 'border', 'eugenic', 'club', 'paper']""]"
Pilgrims,[421],[]
Pillars of Eternity,"[96, 151, 319]","[""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']"", ""['life', 'curse', 'van', 'cover', 'salim']"", ""['quash', 'configuration', 'monopoly', 'layer', 'numerous']""]"
Pillars of Eternity - Deadfire Pack,[395],[]
Pillars of Eternity - The White March Part I,[416],[]
Pillars of Eternity - The White March Part II,[611],[]
Pillars of Eternity II: Deadfire,"[40, 523, 524]","[""['good', 'bore', 'recc', 'super', 'possession']""]"
Pillars of Eternity: Champion Edition Upgrade Pack,[247],"[""['flash', 'whitewashed', 'yakuzza', 'bother', 'tmnt']""]"
Pinball FX,[1],"[""['vr', 'immense', 'set', 'alyx', 'gorn']""]"
Pinball FX2 VR,[581],[]
Pinball FX3,"[1, 52, 83]","[""['vr', 'immense', 'set', 'alyx', 'gorn']"", ""['audio', 'vegas', 'tolerable', 'act', 'rainbow']"", ""['name', 'border', 'eugenic', 'club', 'paper']""]"
Pinball FX3 - Balls of Glory Pinball,[1],"[""['vr', 'immense', 'set', 'alyx', 'gorn']""]"
Pinball FX3 - Bethesda® Pinball,[1],"[""['vr', 'immense', 'set', 'alyx', 'gorn']""]"
Pinball FX3 - Carnivals and Legends,[1],"[""['vr', 'immense', 'set', 'alyx', 'gorn']""]"
Pinball FX3 - Marvel Pinball Avengers Chronicles,[1],"[""['vr', 'immense', 'set', 'alyx', 'gorn']""]"
Pinball FX3 - Marvel Pinball Original Pack,[1],"[""['vr', 'immense', 'set', 'alyx', 'gorn']""]"
Pinball FX3 - Marvel's Women of Power,[1],"[""['vr', 'immense', 'set', 'alyx', 'gorn']""]"
Pinball FX3 - Star Wars™ Pinball,[1],"[""['vr', 'immense', 'set', 'alyx', 'gorn']""]"
Pinball FX3 - Williams™ Pinball: Volume 1,[1],"[""['vr', 'immense', 'set', 'alyx', 'gorn']""]"
Pinball FX3 - Williams™ Pinball: Volume 5,[1],"[""['vr', 'immense', 'set', 'alyx', 'gorn']""]"
Pineapple on pizza,"[171, 211, 312]","[""['time', 'molest', 'enix', 'cofee', 'publish']"", ""['ro', 'httpswwwtickcountercomcountdownbetalith', 'lawn', 'thieving', 'paly']"", ""['package', 'summon', 'interferance', 'wen', 'trainer']""]"
Pinstripe,[557],[]
Pioneers of Pagonia,[525],[]
Pirates Outlaws,[96],"[""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']""]"
Piratopia,"[52, 281]","[""['audio', 'vegas', 'tolerable', 'act', 'rainbow']"", ""['weapon', 'brainless', 'quicktoplay', 'uboot', 'darkgritty']""]"
Pit People®,[80],"[""['nostalgia', 'kick', 'upcoming', 'chopin', 'wheeeeeeeeeeeeeler']""]"
Pivross,[349],"[""['level', 'reasonable', 'agtp', 'activision', 'seiously']""]"
PixPhys,[108],"[""['come', 'love', 'nevermind', 'like', 'calm']""]"
Pixel Heroes: Byte & Magic,"[255, 508]","[""['jack', 'sidequest', 'borderland', 'hahaha', 'suggest']""]"
Pixel Puzzles Ultimate Jigsaw Puzzles,[304],"[""['battle', 'vibe', 'bg', 'iron', 'verdun']""]"
Pixel Strike 3D,[205],"[""['delight', 'mmorpg', 'bt', 'lurk', 'gimme']""]"
Pixel Survivors : Roguelike,[144],"[""['dad', 'pinballtype', 'completion', 'soon', 'proud']""]"
PixelJunk™ Monsters Ultimate,[56],"[""['movie', 'genuinely', 'captivate', 'maxgorgeous', 'dyle']""]"
PixelJunk™ Nom Nom Galaxy,[618],[]
Pizza Tower,[65],"[""['male', 'aswell', 'pride', 'playedoverall', 'inject']""]"
Pizza Tower Soundtrack,[425],[]
Placid Plastic Duck Simulator,[104],"[""['much', 'moment', 'find', 'bitesize', 'frustrating']""]"
Plague Inc: Evolved,"[163, 553]","[""['boring', 'super', 'might', 'plot', 'consume']""]"
Plague Road,[266],"[""['host', 'tile', 'campaign', 'wait', 'europe']""]"
Plan B: Terraform,"[55, 272]","[""['sale', 'efootball', 'quid', 'never', 'diablo']"", ""['science', 'unlock', 'tutorial', 'collapse', 'architect']""]"
"Planes, Bullets and Vodka",[115],"[""['peter', 'sorse', 'brutal', 'choir', 'rep']""]"
Planescape: Torment: Enhanced Edition,[243],"[""['kanji', 'topten', 'prohibitive', 'learner', 'underdog']""]"
Planet Coaster,[219],"[""['edit', 'exportimport', 'tomfoolery', 'fraction', 'deprived']""]"
Planet Coaster - Spooky Pack,[393],[]
Planet Coaster - The Munsters® Munster Koach Construction Kit,[569],[]
Planet Zoo: Oceania Pack,[208],"[""['bow', 'characterization', 'actionadventure', 'exile', 'strategerize']""]"
Planet of the Eyes,[150],"[""['mod', 'rippoff', 'simulation', 'phasmophobia', 'downright']""]"
PlanetSide 2,"[37, 305, 328]","[""['abandon', 'buy', 'audacity', 'eh', 'aid']"", ""['job', 'battlefield', 'bonelab', 'thrilling', 'predecessor']"", ""['game', 'yep', 'sense', 'mass', 'hitman']""]"
Planetary Annihilation: TITANS,[215],"[""['game', 'see', 'make', 'unit', 'map']""]"
Planetship,[521],[]
Plants vs. Zombies GOTY Edition,"[153, 283, 333]","[""['rid', 'hot', 'bellic', 'recently', 'frustrating']"", ""['option', 'blinding', 'similiar', 'boringto', 'framecap']"", ""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
PlateUp!,"[0, 549]","[""['game', 'bullettime', 'alan', 'wake', 'maxs']""]"
"Please, Don’t Touch Anything","[155, 356]","[""['war', 'possibly', 'commit', 'dynamic', 'minority']"", ""['stuff', 'dettache', 'premature', 'rpgopen', 'limb']""]"
"Please, Touch The Artwork 2","[237, 321]","[""['incomplete', 'devs', 'disorganize', 'whine', 'bounce']"", ""['angry', 'dd', 'buildyourownvehicle', 'border', 'lite']""]"
Plebby Quest: The Crusades,[422],[]
Pogostuck: Rage With Your Friends,[16],"[""['steam', 'muh', 'starship', 'experince', 'run']""]"
Poker Championship,[150],"[""['mod', 'rippoff', 'simulation', 'phasmophobia', 'downright']""]"
Poker Night 2,[38],"[""['addicted', 'purely', 'btec', 'dry', 'snowrunner']""]"
Poker Quest: Swords and Spades,"[43, 93, 333]","[""['hour', 'overpriced', 'microwave', 'runner', 'amusing']"", ""['comedy', 'heartbreaking', 'syfy', 'decentish', 'neighbor']"", ""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Polandball: Can into Space!,[508],[]
Police Stories,"[260, 493, 562]","[""['substract', 'surprised', 'gardening', 'multiplayer', 'finishing']""]"
Police hot Tale,[469],[]
Pony Island,"[221, 565]","[""['modification', 'latency', 'optimizedimprove', 'snoop', 'tes']""]"
Pool 2D - Poolians,[201],"[""['steam', 'ctrlaltdelete', 'offend', 'consistent', 'usa']""]"
Poppy Playtime,[72],"[""['position', 'fuck', 'positive', 'posse', 'posledn']""]"
Portal,"[104, 167, 199]","[""['much', 'moment', 'find', 'bitesize', 'frustrating']"", ""['donkey', 'narwhal', 'ft', 'soil', 'edgy']"", ""['solid', 'annoy', 'crouchjumpe', 'steal', 'doom']""]"
Portal 2,"[243, 58, 68]","[""['kanji', 'topten', 'prohibitive', 'learner', 'underdog']"", ""['everybody', 'demos', 'rdr', 'aside', 'ready']"", ""['patch', 'ultralowbitrate', 'internally', 'keybind', 'monitor']""]"
Portal Stories: Mel,"[167, 257]","[""['donkey', 'narwhal', 'ft', 'soil', 'edgy']"", ""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']""]"
Portal with RTX,[586],[]
Portal: Revolution,[167],"[""['donkey', 'narwhal', 'ft', 'soil', 'edgy']""]"
Post Void,"[113, 171, 365]","[""['hit', 'consult', 'chaotic', 'ingot', 'coss']"", ""['time', 'molest', 'enix', 'cofee', 'publish']"", ""['character', 'borderland', 'fucking', 'principle', 'mrate']""]"
Postal III,[247],"[""['flash', 'whitewashed', 'yakuzza', 'bother', 'tmnt']""]"
Potion Craft: Alchemist Simulator,[200],"[""['shooter', 'heemeyers', 'wish', 'sociopathic', 'tiring']""]"
Potion Explosion,[358],"[""['style', 'programmer', 'tetris', 'enlightening', 'thor']""]"
Potions: A Curious Tale,[522],[]
Power & Revolution 2019 Edition,[540],[]
Power & Revolution 2020 Edition,[602],[]
Power & Revolution 2021 Edition,[604],[]
Power & Revolution 2022 Edition,[470],[]
Power of Ten,[526],[]
PowerSlave Exhumed,[604],[]
PowerWash Simulator,"[575, 587, 591]",[]
Praey for the Gods,[178],"[""['puzzle', 'minimalist', 'excellent', 'relax', 'remake']""]"
Predator: Hunting Grounds,"[69, 188, 489]","[""['short', 'ig', 'strangely', 'looksfeel', 'overstay']"", ""['hot', 'taxis', 'except', 'sand', 'unrealistic']""]"
Predecessor,[237],"[""['incomplete', 'devs', 'disorganize', 'whine', 'bounce']""]"
Predynastic Egypt,"[19, 129]","[""['free', 'story', 'tropico', 'season', 'main']"", ""['word', 'worth', 'switchup', 'course', 'gaming']""]"
Prey,"[283, 290, 349]","[""['option', 'blinding', 'similiar', 'boringto', 'framecap']"", ""['puzzle', 'appreciate', 'andor', 'involve', 'relatively']"", ""['level', 'reasonable', 'agtp', 'activision', 'seiously']""]"
Prey - Mooncrash,[372],[]
Prey: Typhon Hunter,[519],[]
Primal Carnage,[264],"[""['game', 'crap', 'mspaint', 'anno', 'jalopy']""]"
Prime World: Defenders 2,[192],"[""['release', 'fushigi', 'cringey', 'rayman', 'borderland']""]"
Primeval,[565],[]
Primordia,[547],[]
Prince of Persia®,"[207, 389]","[""['game', 'stability', 'avanti', 'stupid', 'gateway']""]"
Prince of Persia®: The Sands of Time,"[166, 339]","[""['gun', 'tycoon', 'biased', 'spiritual', 'shakespeare']"", ""['specific', 'intrude', 'silently', 'lowquality', 'baba']""]"
Prismata,[365],"[""['character', 'borderland', 'fucking', 'principle', 'mrate']""]"
Prison Architect,"[40, 244, 328]","[""['good', 'bore', 'recc', 'super', 'possession']"", ""['deck', 'clever', 'dice', 'rockpaperscissor', 'follower']"", ""['game', 'yep', 'sense', 'mass', 'hitman']""]"
Prison Simulator,[359],"[""['production', 'annoyance', 'explore', 'paytowin', 'synergy']""]"
Prison Simulator Prologue,[96],"[""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']""]"
Prisoners,[299],"[""['enemy', 'different', 'chest', 'orc', 'task']""]"
Probability 0,[119],"[""['pub', 'margeusbrownley', 'chronic', 'lovely', 'pregnant']""]"
Prodeus,[179],"[""['parent', 'gabagol', 'ptsd', 'untill', 'filter']""]"
Prodigy Tactics,[155],"[""['war', 'possibly', 'commit', 'dynamic', 'minority']""]"
Production Line : Car factory simulation,[81],"[""['war', 'crunchyroll', 'treeman', 'chronoooooooo', 'oldtymey']""]"
Progress Bar Simulator,[72],"[""['position', 'fuck', 'positive', 'posse', 'posledn']""]"
Project Gunship,[601],[]
Project Hospital,"[78, 494]","[""['mission', 'blubbering', 'industrial', 'blood', 'absolution']""]"
Project Hospital - Doctor Mode,[611],[]
Project Hospital - Hospital Services,[619],[]
Project Hospital - Traumatology Department,[357],"[""['game', 'editor', 'sanctus', 'also', 'extreme']""]"
Project Lazarus,[85],"[""['fix', 'keybinding', 'unintuitive', 'endeavor', 'schmaltzy']""]"
Project Morpheus: Prologue,[228],"[""['card', 'dramatically', 'draft', 'elsewhere', 'okay']""]"
Project Warlock,"[49, 426, 616]","[""['card', 'defence', 'clonizer', 'mahjong', 'planet']""]"
Project Wingman,[444],[]
Project Zomboid,"[30, 20, 28]","[""['great', 'series', 'realistic', 'city', 'apocalipse']"", ""['goooooooooooooooooooooooooooooood', 'supa', 'please', 'unjureihojkigfjsdzhuuuguruuuuuuuuufuuueuuuuuasuukuuuul', 'geyyyyyyy']"", ""['horror', 'mechanicstutorial', 'jangle', 'day', 'simply']""]"
Propagation VR,[286],"[""['kill', 'density', 'commando', 'fireteam', 'starting']""]"
Propagation: Paradise Hotel,[572],[]
Protolife,[19],"[""['free', 'story', 'tropico', 'season', 'main']""]"
Prototype 2,"[208, 257, 305]","[""['bow', 'characterization', 'actionadventure', 'exile', 'strategerize']"", ""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']"", ""['job', 'battlefield', 'bonelab', 'thrilling', 'predecessor']""]"
Psycho Patrol R,[142],"[""['love', 'chuchel', 'us', 'small', 'utter']""]"
Psychonauts,"[247, 315]","[""['flash', 'whitewashed', 'yakuzza', 'bother', 'tmnt']"", ""['enemy', 'total', 'scrounge', 'tw', 'lorenarrative']""]"
Psychonauts 2,[168],"[""['cheese', 'crane', 'gi', 'bob', 'wolf']""]"
Pulling No Punches,[3],"[""['ezios', 'parkour', 'since', 'series', 'slog']""]"
"Pulsar, The VR Experience",[181],"[""['sexually', 'might', 'hemorrhoid', 'clenching', 'collect']""]"
Pummel Party,"[277, 492]","[""['skin', 'certainly', 'physics', 'playthrough', 'tps']""]"
Pumping Simulator 2,[387],[]
Pumpkin Jack,[445],[]
Punch Club,"[404, 481, 517]",[]
Punk Wars,[117],"[""['game', 'like', 'druggie', 'pervert', 'decent']""]"
Purplis Sandbox,[257],"[""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']""]"
Purrfect Date - Visual Novel/Dating Simulator,[83],"[""['name', 'border', 'eugenic', 'club', 'paper']""]"
Putrefaction,[278],"[""['game', 'edgy', 'okami', 'ps', 'axe']""]"
Putrefaction 2: Void Walker,[516],[]
Puzzle Agent,[276],"[""['character', 'popup', 'fortnite', 'nobrainer', 'performing']""]"
Puzzle Kingdoms,[247],"[""['flash', 'whitewashed', 'yakuzza', 'bother', 'tmnt']""]"
Puzzle Strike,"[250, 390]","[""['card', 'outcome', 'generator', 'minigolf', 'duelyst']""]"
Puzzlement,[285],"[""['ai', 'philodoophy', 'discount', 'daily', 'mashup']""]"
Pyre,"[532, 602]",[]
Pyrene,[56],"[""['movie', 'genuinely', 'captivate', 'maxgorgeous', 'dyle']""]"
Q.U.B.E. 2 Season Pass,[228],"[""['card', 'dramatically', 'draft', 'elsewhere', 'okay']""]"
QT,[257],"[""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']""]"
Quake,[127],"[""['nise', 'whoosh', 'pp', 'duuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuudddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddde', 'haha']""]"
Quake 4,"[293, 607]","[""['simple', 'platformer', 'mindless', 'eroge', 'game']""]"
Quake Champions,"[174, 215]","[""['film', 'rip', 'martin', 'gtao', 'pointless']"", ""['game', 'see', 'make', 'unit', 'map']""]"
Quake III Arena,[267],"[""['deluxe', 'society', 'beatem', 'rally', 'userincompatible']""]"
Quake Live,[618],[]
Quantum Break,"[77, 286, 310]","[""['boring', 'asf', 'friend', 'meet', 'grindy']"", ""['kill', 'density', 'commando', 'fireteam', 'starting']"", ""['graphic', 'anyday', 'painless', 'hedgehog', 'bromance']""]"
Quasimorph,[630],[]
Quasimorph: End of Dream,[101],"[""['fight', 'downloadable', 'ascendancy', 'member', 'nell']""]"
Quaver,[96],"[""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']""]"
Quell Memento,[250],"[""['card', 'outcome', 'generator', 'minigolf', 'duelyst']""]"
Quest Hunter,[423],[]
Quickie: A Love Hotel Story,[90],"[""['control', 'tutorialization', 'annoying', 'genericbore', 'aesthetic']""]"
Quintet,[257],"[""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']""]"
Quiplash,[611],[]
R-COIL,[422],[]
R.E.P.O.,"[231, 237]","[""['goodand', 'sheriff', 'motion', 'catalogue', 'faith']"", ""['incomplete', 'devs', 'disorganize', 'whine', 'bounce']""]"
RAGE,[512],[]
RAGE 2,"[39, 234, 236]","[""['batman', 'bword', 'yeah', 'story', 'first']"", ""['hack', 'microtransation', 'amusement', 'deliver', 'monaco']"", ""['release', 'grappelinghooklike', 'philadelphia', 'mad', 'potential']""]"
