Game,cleaned_Reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2,lang,topic
My Sticker Book,nice concept little short side cute I really love visual aesthetic love see expand something,15,92,-0.034888264,10.018464,4.6001744,en,17
Infernax,play classic mode unless hate try speedrun samsara reward beat whatsoever get worthless achieve I replay game shtton time immense amount fun play ever since I switch casual mode easily favorite game last year sorry powerwash sim infernax come year goty I,42,254,-0.021703029,9.243357,-0.48015544,en,0
Royal Adventure,bad game I roguelike actually puzzle game I want probably remove roguelike tag store page,15,89,-0.062308986,10.126318,-0.96081394,en,0
A Short Hike,anime would fall squarely iyashikei genre,6,41,0.0045782398,8.013004,4.167313,en,0
Succubus Girl Story,bad one kinda thing I ever play,7,31,-0.0340833,9.93068,2.9976466,en,0
Nidhogg,easy learn hard master great pick play game buddy fan one hit kill sword fighting sim like bushido blade might get kick,22,119,-0.021821087,9.303696,-0.11406283,en,0
Dark Treasury,trash seriously read negative review forum also positive review extremely obvious shill pixel art nice rest garbage button thing barely call game like free flash game newground level bad I mean good one I mean shtty terrible one stay away one bad even worth play free I play ton really shtty game steam one bad offender,56,319,-0.061707906,6.3314433,-0.470027,en,0
Devil's Dungeon,potential extremely shallow game depth whatsoever hentai worth either say I want least praise obvious scam shovelware least legit shovelware leave expectation floor fine,24,169,-0.10941195,7.8625226,3.711832,en,10
DRAGON BALL XENOVERSE,I buy shtty game friend peer pressure I,8,39,-0.02886607,11.133053,2.409286,en,0
A Healer Only Lives Twice,nice little coffee break roguelike want actually progress game fcking listen knight tell get far,15,96,-0.046466224,10.122935,-0.9573014,en,0
Ironclad Tactics,I feel like write proper review right I say good really good weird mix turn base real time board card game thing mesh together perfectly say I wish tad less random number generator base whether win lose often determine whether get right card right time also game balance coop play I play buddy card even game become cakewalk I imagine laughably pss easy would actually proper deck like kinda game worth money,72,408,-0.062021594,9.337686,-1.9408035,en,0
Clerk hot Tale,play paper please instead really want wank cartoon porn find far high quality stuff pretty much anywhere internet use google,20,124,-0.046092845,7.814646,3.5598109,en,10
How To Punish A Witch,eh hentai draw bad gspot master least gameplay frustrating,9,58,0.04489968,7.817896,3.6523292,en,10
Re:Gals Panic,eh hentai qix gameplay terrible also nothing special hentai nothing special either lot well,14,91,-0.04120194,7.8153067,3.755402,en,10
GSpot Master,pron okay gameplay obnoxious time waste bullsht ever,8,52,-0.02090031,10.602842,2.8750927,en,0
BUSTED!,shte game bother want something worth money evenicle steam anything alicesoft generally amazing buy something publish kagura games,18,130,-0.042810768,8.031997,0.9137523,en,0
Asura Girls,title mislead nothing asura girl generic vaguely demonic look woman wing horn sht also gameplay mindless waste time match color garbage like literally every game dev make picture nice enough I suppose honestly google hentai really want wank badly tldr shovelware bother,42,269,-0.077590324,7.8406715,3.7383611,en,10
West Sweety,low effort crap spend money elsewhere bad worth play free,10,57,0.007331619,10.81769,2.5444574,en,0
Cute Puzzle,shareware version cute puzzle max,5,33,-0.07236121,7.853105,2.7175791,en,0
Void Bastards,eh really kind game pretty good,6,31,-0.074309655,10.023054,3.6084075,en,0
CARRION,human important part balanced diet seriously though game awesome basically metroidvania play lovecraftian abomination slight emphasis stealth creative thinking still totally brute force want little hard yes bit short side tightly design waste hour life pointless grindy bullsht boring crap like ill take game short sweet like h game tedious repetitive crap every day week I say though probably bad part game lack map I get really fcke lose confused backtrack near end consult map I find guide section,79,500,0.010932321,8.282608,-0.6820898,en,0
They Breathe,I could totally refund game since I like h leave I go cause I thieving scumbag b bill food pay c tell real effort put super cheap seriously I might huge skinflint even I stingy pretty good something cost like I play game cost many time much lot bad tight control short sweet nice visual aesthetic music,57,302,-0.048733503,10.895616,1.5344014,en,0
SisterFight,game koooon soft make easily bad well play instead em already english one even require japanese literacy play,18,109,-0.025310738,9.172442,1.8777558,en,0
Magic Potion Millionaire,game always great music also highly recommend play controller perfectly playable kb controller much well,15,104,-0.01387141,6.0589123,2.1319702,en,0
Druidstone: The Secret of the Menhir Forest,snot bad warn srpg combat puzzle game pretend srpg,9,50,-0.037230916,8.135031,2.6713974,en,0
