game,cleaned_reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2
Age of Rivals,I buy game full price right sale end I even mad absolutely worth asking price really wellcrafte card game board game feel wonderful design work game feel quite unique due card come play make reappearance later I think fun imagine story go along game strategic play tower crumble angry mob trade route form gain monopoly desire resource empire resort thieving overtaxation desperation I want touch something lot people talk though complaint game random certain gaming circle random pretty much dirty word people want game entirely deterministic I believe always case chance big factor many famous game videogame otherwise nothing wrong use randomness element game design balance well extremely frustrating pointless integral fun game mechanic still feel fair game utilize randomness especially drafting mechanic use advantage instead card game painstakingly handcraft deck worry counter someone else lose even start play game build deck play build deck game interesting twist title deckbuilder work game give end play quite interesting strategy sometimes due card come play also give lot chance try counter opponent deck build though might try also element riskmanagement element chance card effect mean either use probability advantage eg play one card type guarantee receive certain strengthen take chance negative outcome cost play certain usually greedy way obviously lot thought balance little randomness could help card balance add interesting strategic play moment game I understand gamer see randomness horrible force evil interesting design implication well test balance result game even balanced replayable fun game entirely deterministic come personal taste course deny devs care lot make card feel fair game synergy game really shine complaint I game card lack bit personality card typebased artwork quite pretty identifiable help make card stand one another feel unique I also think would neat card little flavor text even fact history give even flair give something look opponent make move I ask devs board idea add flavor text future rule individual card art later date I think dealbreaker especially give continuous dedication game devs show conclusion game absolutely worth buy especially enjoy deckbuilde game want try interesting twist want try really well design one first foray genre,351,2303,0.02002316,11.4704075,12.217157
Age of Rivals,age rival strategy card game play win fact buy game even option spend money card gain additional card simply play game I love feature wish collective card game follow structure gameplay easy learn tutorial hand holdy perfectly explain everything game I strongly advise tutorial get enough game gold buy first couple card pack say game deep grand canyon several different way win game deck influence culture point orient culture point easy way win get volume anything else attack orient work get point conquer stage attack matter also chance knockout opponent card chance score also many support card add subtract point attack defense etc card influence gold card allow pick like card card synergize make great gain would alone strategy seemingly endless game normal hard difficulty single player play ai smart even normal also challange allow get rare card ai challange purporsely well even hard ai punish every little mistake make also muliplayer play friend play random person online playing online allow gain bonus gold faction also monthly leaderboard reward gold people dominate I hour game I write I unlock every card available plenty bang buck highly recommend game I,189,1174,-0.038281728,11.422448,12.190524
Age of Rivals,simple quick fun try free kongregate game far I know nearly identical drafting game game quick nice mix short time tactic long term strategy good amount skill I try play I tired get pwne easy get game human ai strong collection aspect game I little unsure apparently much less grindy steam version original kongregate game come highly recommend,58,344,-0.07891942,13.236628,9.688448
Age of Rivals,really like game fan deck builder enjoy great combo strategy without thinky need plan purchase manage income watch opponent distribute damage well game clear win halfway yet noone I play quit yet several come behind win gainst I tutorial clear ai good enough challenge learn rope I wait second get opponent online lotsa funone game kind stuff,57,342,-0.032676272,11.802031,12.042555
Age of Rivals,take wonder combine age single age divide card small set draft throw lot randomness make player pretty much age rival lack lot depth wonder lot interesting twist draftig civilizationbase game really want like find shallow limited replayability compare similar title big problem outside large amount grind unlock content sheer repetition huge swing due randomness I feel like I make little meaningful decision I know distribution card I opponent get card effect happen like I go motion really much little control I ultimately almost meaningless long run game sale like consider pick fan game like wonder ultimately many design flaw stand apart crowd,102,648,0.028716063,11.463716,12.178831
Age of Rivals,easily good computer cardboard game I play I like every choice meaningful battle last right amount time minute also two battle feel board game player I rate wonder one favorite game age rival reminiscent wonder without derivative I also like try game free kongregatecom play long want I decide buy accelerate deck growth huge percent fast free play perhaps I wish story mode skill level story fight appear tailor veteran player I stop play playervsplayer portion game take I battle someone spamme I expletive playervscomputer battle provide plenty challenge upgrade reward make game purchase worth also play friend welcome I expect get hour enjoyment game,105,655,-0.024777057,12.218172,11.538809
Age of Rivals,untertaining deep game edit I stop play wow game real fusion computer game boardgame boardgame feel computer hability track game state genius,22,141,-0.037543442,13.255249,8.976336
Age of Rivals,I watch jesse cox play youtube channel year ago I finally get around give try I wish I wait long game lot fun easy play like card collecting game spend lot time manage card level straight forward card collect add general collection put guarantee draw slot I usually enjoy play either never first day playing game play vs computer similar play vs live person I deter try age rival like,70,384,-0.0057640695,12.3630295,11.812861
Age of Rivals,every time I think I drag I back I love even casual player pay double card individual art game lovely style,21,107,-0.022224726,12.302733,9.59704
Jagged Alliance 3,clunky simplify really bad stealth mechanic chance hit also bummer since game realistic put lightly shotgun range meter etc,19,123,-0.036080133,12.9529,10.104972
Jagged Alliance 3,spiritual successor indeed include mercenary shoot gameplay buy raw garbage ja gameplay really bad writingevent I tell many time I alt feed game nothing frustration game mechanic either retarded event devs like bad fanfic writer least event randomly get fight make sense sheer stupidity know fight lose entire team mercs would fine somehow rd installment still merc half go mia refuse hire retarded reason sidney I go debate friend futball tell I month ago event smiley church randomly surround I merc fauda go pick upspent hour get one vet guard another refugee camp leave soon start easily tell go need back I lose flay guard I pick gear I mind ambushbut I see come leave retarded I yet another retarded ambush get ofboss luigi I tell I get involve stupid spat decide attack group I continue play game without lose merc I go spend hour roll dice stupid I mind lose merc bad playsi even deal reaper walk go get gynoplasty cleanse himselfhell ja I even deal walking equipment forced garbage writing repeat die ridiculous I spend hour training gearing merc prep take middle isle finish game modde tony shop bad game design accidentally enter mob bosss mansion get ambush I alt feed uninstalle top nonsense still shop mercenary company equip mercs nonsense inexcusable dos game anymore run money eventually diamond mine magically last whole day merc pool weak personality attack sector enemy multiple squad despite game mechanic full auto damage nerfe basically pointless even point blank developer retarded need retire positive side thing I find recruit larry I send k alone unarmed die I hate mother walk around throat punch people deathall talk super secret shadow cheer fight zombie tell ted stfu I go stage grief battle,288,1722,0.015240304,10.508643,11.602907
